"","fbi","TN","group","CN","SN","Hand","ri","rt","ti","Handdeg"
"19557",1,210,"fifteen",27,"6",-0.335519047460109,15,0.642096996307,225,-19.2238253657138
"19558",1,210,"fifteen",27,"7",-0.28832351960251,15,0.421699047089,225,-16.5197208075813
"19559",1,210,"fifteen",27,"8",-0.180838397701203,15,0.383012056351,270,-10.3612769621872
"19560",1,210,"fifteen",27,"9",-0.356747200753798,15,0.604843854904,90,-20.4401089562989
"19561",1,210,"thirty",27,"1",0.0428779937068598,30,0.469951868057,315,2.45672807339157
"19562",1,210,"thirty",27,"10",0.196375152040777,-30,0.868838071823,315,11.2514674131764
"19563",1,210,"thirty",27,"2",-0.0691204808471824,30,0.503824949265,0,-3.96031183045839
"19564",1,210,"thirty",27,"3",-0.114392031072659,30,0.498394012451,180,-6.55418059039273
"19565",1,210,"thirty",27,"4",-0.0901341248937744,30,0.504597902298,225,-5.16430494651832
"19566",1,210,"thirty",27,"5",-0.167553675182772,30,0.491973876953,45,-9.60011842987872
"19567",1,210,"thirty",27,"6",-0.0331981306620078,30,0.511431217194,270,-1.9021127746569
"19568",1,210,"thirty",27,"7",0.536266700223198,-30,0.487572908401,135,30.7258186161966
"19569",1,210,"thirty",27,"8",0.459705448081817,-30,0.575861930847,315,26.3391819942585
"19570",1,210,"thirty",27,"9",0.0525830616109421,-30,0.516803979874,225,3.01278750418336
